# Table format: 2D
# table_unit = W
# axis1_unit = Nm
# axis2_unit = rev/min
# axis1_token = Torq
# axis2_token = W
# axis1_title = torque
# axis2_title = speed
# axis3_title = power losses
# Generated by Hybrid Optimization Tool of Simcenter Amesim 2304 (2024-01-25 08:34:39)
87
14
    -1.69999500000000e+02     -1.63703222222222e+02     -1.63110079473591e+02     -1.58339096864360e+02     -1.53795684971410e+02     -1.50575515637101e+02     -1.46679057280111e+02     -1.38550318522261e+02     -1.29917033973316e+02     -1.24265282222542e+02     -1.21405591846044e+02     -1.15455068615664e+02     -1.09160377914787e+02     -1.02470700960470e+02     -1.02441781880679e+02     -1.00204922243563e+02     -9.55512742860339e+01     -9.06288543364570e+01     -8.66899632859081e+01     -8.48456041308045e+01     -8.10080890392186e+01     -7.69476933764763e+01     -7.49755878981880e+01     -7.34040530124333e+01     -7.01337842636918e+01     -6.66726327960442e+01     -6.59796373861286e+01     -6.46095824753201e+01     -6.17582909983565e+01     -5.88759616051043e+01     -5.76611024109335e+01     -5.51325992445106e+01     -5.24555371703831e+01     -4.96054158374917e+01     -4.65514281400374e+01     -4.32543624507754e+01     -3.96637449537615e+01     -3.57140590419696e+01     -3.13201649581132e+01     -2.63732537441881e+01     -2.07431819494896e+01     -1.43103096662397e+01     -7.12278036499212e+00      0.00000000000000e+00      7.12278036499212e+00      1.43103096662397e+01      2.07431819494896e+01      2.63732537441881e+01      3.13201649581132e+01      3.57140590419696e+01      3.96637449537615e+01      4.32543624507754e+01      4.65514281400374e+01      4.96054158374917e+01      5.24555371703831e+01      5.51325992445106e+01      5.76611024109335e+01      5.88759616051043e+01      6.17582909983565e+01      6.46095824753201e+01      6.59796373861286e+01      6.66726327960442e+01      7.01337842636918e+01      7.34040530124333e+01      7.49755878981880e+01      7.69476933764763e+01      8.10080890392186e+01      8.48456041308045e+01      8.66899632859081e+01      9.06288543364570e+01      9.55512742860339e+01      1.00204922243563e+02      1.02441781880679e+02      1.02470700960470e+02      1.09160377914787e+02      1.15455068615664e+02      1.21405591846044e+02      1.24265282222542e+02      1.29917033973316e+02      1.38550318522261e+02      1.46679057280111e+02      1.50575515637101e+02      1.53795684971410e+02      1.58339096864360e+02      1.63110079473591e+02      1.63703222222222e+02      1.69999500000000e+02 
     0.00000000000000e+00      4.49379977531979e+02      6.66666666666667e+02      1.33333333333333e+03      1.52789192360873e+03      1.79751991012792e+03      2.00000000000000e+03      2.06714789664710e+03      2.66666666666667e+03      3.33333333333333e+03      4.00000000000000e+03      4.66666666666667e+03      5.33333333333333e+03      6.00000000000000e+03 
     1.53679610729748e+03      1.46115063053062e+03      1.45411022013276e+03      1.39748021724127e+03      1.34355140430928e+03      1.30544278509963e+03      1.26002122612520e+03      1.16526338373351e+03      1.06669414402570e+03      1.00262874650840e+03      9.70769338531906e+02      9.04475396772222e+02      8.35681266141858e+02      7.63291439285013e+02      7.62978502323592e+02      7.38974991155593e+02      6.90371134631760e+02      6.38960156585561e+02      5.98481795729417e+02      5.80054289717612e+02      5.41712607608188e+02      5.01144063635370e+02      4.81763636563243e+02      4.66938720750738e+02      4.36088970405502e+02      4.03438547187206e+02      3.96901244895301e+02      3.83976970101686e+02      3.57933393777998e+02      3.32786354418630e+02      3.22187249388016e+02      3.00127186164438e+02      2.76771012680880e+02      2.52622215521995e+02      2.28841586788975e+02      2.03168171296805e+02      1.75208942223961e+02      1.47149819464146e+02      1.18676254313152e+02      8.66189957498655e+01      5.86851870719707e+01      2.93814971062465e+01      1.21931532923263e+01      0.00000000000000e+00      1.21931532923263e+01      2.93814971062465e+01      5.86851870719707e+01      8.66189957498655e+01      1.18676254313152e+02      1.47149819464146e+02      1.75208942223961e+02      2.03168171296805e+02      2.28841586788975e+02      2.52622215521995e+02      2.76771012680880e+02      3.00127186164438e+02      3.22187249388016e+02      3.32786354418630e+02      3.57933393777998e+02      3.83976970101686e+02      3.96901244895301e+02      4.03438547187206e+02      4.36088970405502e+02      4.66938720750738e+02      4.81763636563243e+02      5.01144063635370e+02      5.41712607608188e+02      5.80054289717612e+02      5.98481795729417e+02      6.38960156585561e+02      6.90371134631760e+02      7.38974991155593e+02      7.62978502323592e+02      7.63291439285013e+02      8.35681266141858e+02      9.04475396772222e+02      9.70769338531906e+02      1.00262874650840e+03      1.06669414402570e+03      1.16526338373351e+03      1.26002122612520e+03      1.30544278509963e+03      1.34355140430928e+03      1.39748021724127e+03      1.45411022013276e+03      1.46115063053062e+03      1.53679610729748e+03 
     1.57972889267142e+03      1.50408341590457e+03      1.49704300550671e+03      1.44041300261522e+03      1.38648418968323e+03      1.34837557047358e+03      1.30295401149914e+03      1.20819616910746e+03      1.10962692939965e+03      1.04556153188234e+03      1.01370212390585e+03      9.47408182146168e+02      8.78614051515805e+02      8.06224224658960e+02      8.05911287697538e+02      7.81907776529539e+02      7.33303920005707e+02      6.81892941959507e+02      6.41414581103363e+02      6.22987075091559e+02      5.84645392982134e+02      5.44076849009317e+02      5.24696421937190e+02      5.09871506124684e+02      4.79021755779448e+02      4.46371332561152e+02      4.39834030269248e+02      4.26909755475633e+02      4.00866179151944e+02      3.75719139792576e+02      3.65120034761963e+02      3.43059971538384e+02      3.19703798054826e+02      2.95555000895941e+02      2.71774372162921e+02      2.46100956670752e+02      2.18141727597907e+02      1.90082604838092e+02      1.61609039687098e+02      1.29551781123812e+02      1.01617972445917e+02      7.23142824801930e+01      5.51259386662728e+01      4.29327853739465e+01      5.51259386662728e+01      7.23142824801930e+01      1.01617972445917e+02      1.29551781123812e+02      1.61609039687098e+02      1.90082604838092e+02      2.18141727597907e+02      2.46100956670752e+02      2.71774372162921e+02      2.95555000895941e+02      3.19703798054826e+02      3.43059971538384e+02      3.65120034761963e+02      3.75719139792576e+02      4.00866179151944e+02      4.26909755475633e+02      4.39834030269248e+02      4.46371332561152e+02      4.79021755779448e+02      5.09871506124684e+02      5.24696421937190e+02      5.44076849009317e+02      5.84645392982134e+02      6.22987075091559e+02      6.41414581103363e+02      6.81892941959507e+02      7.33303920005707e+02      7.81907776529539e+02      8.05911287697539e+02      8.06224224658960e+02      8.78614051515805e+02      9.47408182146168e+02      1.01370212390585e+03      1.04556153188234e+03      1.10962692939965e+03      1.20819616910746e+03      1.30295401149914e+03      1.34837557047358e+03      1.38648418968323e+03      1.44041300261522e+03      1.49704300550671e+03      1.50408341590457e+03      1.57972889267142e+03 
     1.61392304079655e+03      1.53827756402969e+03      1.53123715363183e+03      1.47460715074034e+03      1.42067833780835e+03      1.38256971859870e+03      1.33714815962427e+03      1.24239031723258e+03      1.14382107752477e+03      1.07975568000747e+03      1.04789627203097e+03      9.81602330271290e+02      9.12808199640927e+02      8.40418372784081e+02      8.40105435822660e+02      8.16101924654661e+02      7.67498068130828e+02      7.16087090084629e+02      6.75608729228485e+02      6.57181223216681e+02      6.18839541107256e+02      5.78270997134439e+02      5.58890570062312e+02      5.44065654249806e+02      5.13215903904570e+02      4.80565480686274e+02      4.74028178394370e+02      4.61103903600754e+02      4.35060327277066e+02      4.09913287917698e+02      3.99314182887084e+02      3.77254119663506e+02      3.53897946179948e+02      3.29749149021063e+02      3.05968520288043e+02      2.80295104795873e+02      2.52335875723029e+02      2.24276752963214e+02      1.95803187812220e+02      1.63745929248934e+02      1.35812120571039e+02      1.06508430605315e+02      8.93200867913946e+01      7.71269334990683e+01      8.93200867913946e+01      1.06508430605315e+02      1.35812120571039e+02      1.63745929248934e+02      1.95803187812220e+02      2.24276752963214e+02      2.52335875723029e+02      2.80295104795873e+02      3.05968520288043e+02      3.29749149021063e+02      3.53897946179948e+02      3.77254119663506e+02      3.99314182887084e+02      4.09913287917698e+02      4.35060327277066e+02      4.61103903600755e+02      4.74028178394370e+02      4.80565480686274e+02      5.13215903904570e+02      5.44065654249806e+02      5.58890570062312e+02      5.78270997134439e+02      6.18839541107256e+02      6.57181223216681e+02      6.75608729228485e+02      7.16087090084629e+02      7.67498068130828e+02      8.16101924654661e+02      8.40105435822660e+02      8.40418372784081e+02      9.12808199640927e+02      9.81602330271290e+02      1.04789627203097e+03      1.07975568000747e+03      1.14382107752477e+03      1.24239031723258e+03      1.33714815962427e+03      1.38256971859870e+03      1.42067833780835e+03      1.47460715074034e+03      1.53123715363183e+03      1.53827756402969e+03      1.61392304079655e+03 
     1.77348882346080e+03      1.69784334669395e+03      1.69080293629609e+03      1.63417293340460e+03      1.58024412047261e+03      1.54213550126295e+03      1.49671394228852e+03      1.40195609989683e+03      1.30338686018902e+03      1.23932146267172e+03      1.20746205469523e+03      1.14116811293555e+03      1.07237398230518e+03      9.99984155448337e+02      9.99671218486916e+02      9.75667707318916e+02      9.27063850795084e+02      8.75652872748884e+02      8.35174511892741e+02      8.16747005880936e+02      7.78405323771511e+02      7.37836779798694e+02      7.18456352726567e+02      7.03631436914061e+02      6.72781686568825e+02      6.40131263350529e+02      6.33593961058625e+02      6.20669686265010e+02      5.94626109941322e+02      5.69479070581953e+02      5.58879965551340e+02      5.36819902327761e+02      5.13463728844204e+02      4.89314931685318e+02      4.65534302952298e+02      4.39860887460129e+02      4.11901658387284e+02      3.83842535627469e+02      3.55368970476476e+02      3.23311711913189e+02      2.95377903235294e+02      2.66074213269570e+02      2.48885869455650e+02      2.36692716163324e+02      2.48885869455650e+02      2.66074213269570e+02      2.95377903235294e+02      3.23311711913189e+02      3.55368970476476e+02      3.83842535627469e+02      4.11901658387284e+02      4.39860887460129e+02      4.65534302952298e+02      4.89314931685318e+02      5.13463728844203e+02      5.36819902327761e+02      5.58879965551340e+02      5.69479070581953e+02      5.94626109941322e+02      6.20669686265010e+02      6.33593961058625e+02      6.40131263350529e+02      6.72781686568825e+02      7.03631436914062e+02      7.18456352726567e+02      7.37836779798694e+02      7.78405323771511e+02      8.16747005880936e+02      8.35174511892741e+02      8.75652872748884e+02      9.27063850795084e+02      9.75667707318916e+02      9.99671218486916e+02      9.99984155448337e+02      1.07237398230518e+03      1.14116811293555e+03      1.20746205469523e+03      1.23932146267172e+03      1.30338686018902e+03      1.40195609989683e+03      1.49671394228852e+03      1.54213550126295e+03      1.58024412047261e+03      1.63417293340460e+03      1.69080293629609e+03      1.69784334669395e+03      1.77348882346080e+03 
     1.83559574082391e+03      1.75995026405706e+03      1.75290985365920e+03      1.69627985076771e+03      1.64235103783572e+03      1.60424241862607e+03      1.55882085965164e+03      1.46406301725995e+03      1.36549377755214e+03      1.30142838003484e+03      1.26956897205834e+03      1.20327503029866e+03      1.13448089966830e+03      1.06209107281145e+03      1.06177813585003e+03      1.03777462468203e+03      9.89170768158197e+02      9.37759790111998e+02      8.97281429255854e+02      8.78853923244050e+02      8.40512241134625e+02      7.99943697161808e+02      7.80563270089681e+02      7.65738354277175e+02      7.34888603931939e+02      7.02238180713643e+02      6.95700878421739e+02      6.82776603628124e+02      6.56733027304435e+02      6.31585987945067e+02      6.20986882914454e+02      5.98926819690875e+02      5.75570646207317e+02      5.51421849048432e+02      5.27641220315412e+02      5.01967804823243e+02      4.74008575750398e+02      4.45949452990583e+02      4.17475887839589e+02      3.85418629276303e+02      3.57484820598408e+02      3.28181130632684e+02      3.10992786818764e+02      2.98799633526437e+02      3.10992786818764e+02      3.28181130632684e+02      3.57484820598408e+02      3.85418629276303e+02      4.17475887839589e+02      4.45949452990583e+02      4.74008575750398e+02      5.01967804823243e+02      5.27641220315412e+02      5.51421849048432e+02      5.75570646207317e+02      5.98926819690875e+02      6.20986882914454e+02      6.31585987945067e+02      6.56733027304435e+02      6.82776603628124e+02      6.95700878421739e+02      7.02238180713643e+02      7.34888603931939e+02      7.65738354277175e+02      7.80563270089681e+02      7.99943697161808e+02      8.40512241134625e+02      8.78853923244050e+02      8.97281429255854e+02      9.37759790111998e+02      9.89170768158197e+02      1.03777462468203e+03      1.06177813585003e+03      1.06209107281145e+03      1.13448089966830e+03      1.20327503029866e+03      1.26956897205834e+03      1.30142838003484e+03      1.36549377755214e+03      1.46406301725995e+03      1.55882085965164e+03      1.60424241862607e+03      1.64235103783572e+03      1.69627985076771e+03      1.75290985365920e+03      1.75995026405706e+03      1.83559574082391e+03 
     1.93327343668536e+03      1.93327343668536e+03      1.93327343668536e+03      1.85762795991851e+03      1.78982302824538e+03      1.74176589258759e+03      1.68571626878276e+03      1.57478632771617e+03      1.46727600889750e+03      1.39956363180648e+03      1.36758453535082e+03      1.30104154247652e+03      1.23215859552974e+03      1.15976876867290e+03      1.15945583171148e+03      1.13545232054348e+03      1.08684846401965e+03      1.03543748597345e+03      9.94959125117302e+02      9.76531619105497e+02      9.38189936996073e+02      8.97621393023255e+02      8.78240965951128e+02      8.63416050138623e+02      8.32566299793387e+02      7.99915876575091e+02      7.93378574283186e+02      7.80454299489571e+02      7.54410723165883e+02      7.29263683806515e+02      7.18664578775901e+02      6.96604515552323e+02      6.73248342068765e+02      6.49099544909880e+02      6.25318916176860e+02      5.99645500684690e+02      5.71686271611846e+02      5.43627148852031e+02      5.15153583701037e+02      4.83096325137751e+02      4.55162516459856e+02      4.25858826494132e+02      4.08670482680211e+02      3.96477329387885e+02      4.08670482680211e+02      4.25858826494132e+02      4.55162516459856e+02      4.83096325137751e+02      5.15153583701037e+02      5.43627148852031e+02      5.71686271611846e+02      5.99645500684690e+02      6.25318916176860e+02      6.49099544909880e+02      6.73248342068765e+02      6.96604515552323e+02      7.18664578775901e+02      7.29263683806515e+02      7.54410723165883e+02      7.80454299489571e+02      7.93378574283186e+02      7.99915876575091e+02      8.32566299793387e+02      8.63416050138623e+02      8.78240965951128e+02      8.97621393023255e+02      9.38189936996073e+02      9.76531619105497e+02      9.94959125117302e+02      1.03543748597345e+03      1.08684846401965e+03      1.13545232054348e+03      1.15945583171148e+03      1.15976876867290e+03      1.23215859552974e+03      1.30104154247652e+03      1.36758453535082e+03      1.39956363180648e+03      1.46727600889750e+03      1.57478632771617e+03      1.68571626878276e+03      1.74176589258759e+03      1.78982302824538e+03      1.85762795991851e+03      1.93327343668536e+03      1.93327343668536e+03      1.93327343668536e+03 
     2.01549081147854e+03      2.01549081147854e+03      2.01549081147854e+03      2.01549081147854e+03      2.01549081147854e+03      1.95570300863251e+03      1.88639234582015e+03      1.74716406920803e+03      1.61021911470211e+03      1.52633822496774e+03      1.48542096251224e+03      1.40556356737847e+03      1.32533870950106e+03      1.24549048221963e+03      1.24514530303209e+03      1.21900343222491e+03      1.16988479385024e+03      1.11792930266610e+03      1.07717649991048e+03      1.05874899389867e+03      1.02040731178925e+03      9.79838767816429e+02      9.60458340744302e+02      9.45633424931797e+02      9.14783674586560e+02      8.82133251368265e+02      8.75595949076360e+02      8.62671674282745e+02      8.36628097959057e+02      8.11481058599689e+02      8.00881953569075e+02      7.78821890345497e+02      7.55465716861939e+02      7.31316919703053e+02      7.07536290970034e+02      6.81862875477864e+02      6.53903646405020e+02      6.25844523645205e+02      5.97370958494211e+02      5.65313699930924e+02      5.37379891253030e+02      5.08076201287305e+02      4.90887857473385e+02      4.78694704181059e+02      4.90887857473385e+02      5.08076201287305e+02      5.37379891253030e+02      5.65313699930924e+02      5.97370958494211e+02      6.25844523645205e+02      6.53903646405020e+02      6.81862875477864e+02      7.07536290970034e+02      7.31316919703053e+02      7.55465716861939e+02      7.78821890345497e+02      8.00881953569075e+02      8.11481058599689e+02      8.36628097959057e+02      8.62671674282745e+02      8.75595949076360e+02      8.82133251368265e+02      9.14783674586560e+02      9.45633424931797e+02      9.60458340744302e+02      9.79838767816429e+02      1.02040731178925e+03      1.05874899389867e+03      1.07717649991048e+03      1.11792930266610e+03      1.16988479385024e+03      1.21900343222491e+03      1.24514530303209e+03      1.24549048221963e+03      1.32533870950106e+03      1.40556356737847e+03      1.48542096251224e+03      1.52633822496774e+03      1.61021911470211e+03      1.74716406920803e+03      1.88639234582015e+03      1.95570300863251e+03      2.01549081147854e+03      2.01549081147854e+03      2.01549081147854e+03      2.01549081147854e+03      2.01549081147854e+03 
     2.04443537343127e+03      2.04443537343127e+03      2.04443537343127e+03      2.04443537343127e+03      2.04443537343127e+03      2.04443537343127e+03      1.96878989666442e+03      1.81932038148686e+03      1.67252720357954e+03      1.58441612912471e+03      1.53983342224151e+03      1.45464070646358e+03      1.36801451649136e+03      1.28335816993220e+03      1.28299220552798e+03      1.25468525349772e+03      1.20278150142168e+03      1.14820466689894e+03      1.10612871986822e+03      1.08769994537137e+03      1.04935562395467e+03      1.00878428738520e+03      9.89402902697039e+02      9.74577986884533e+02      9.43728236539297e+02      9.11077813321001e+02      9.04540511029097e+02      8.91616236235482e+02      8.65572659911794e+02      8.40425620552425e+02      8.29826515521812e+02      8.07766452298233e+02      7.84410278814676e+02      7.60261481655790e+02      7.36480852922770e+02      7.10807437430601e+02      6.82848208357757e+02      6.54789085597941e+02      6.26315520446948e+02      5.94258261883661e+02      5.66324453205766e+02      5.37020763240042e+02      5.19832419426122e+02      5.07639266133796e+02      5.19832419426122e+02      5.37020763240042e+02      5.66324453205766e+02      5.94258261883661e+02      6.26315520446948e+02      6.54789085597941e+02      6.82848208357757e+02      7.10807437430601e+02      7.36480852922770e+02      7.60261481655790e+02      7.84410278814675e+02      8.07766452298233e+02      8.29826515521812e+02      8.40425620552425e+02      8.65572659911794e+02      8.91616236235482e+02      9.04540511029097e+02      9.11077813321001e+02      9.43728236539297e+02      9.74577986884534e+02      9.89402902697039e+02      1.00878428738520e+03      1.04935562395467e+03      1.08769994537137e+03      1.10612871986822e+03      1.14820466689894e+03      1.20278150142168e+03      1.25468525349772e+03      1.28299220552798e+03      1.28335816993220e+03      1.36801451649136e+03      1.45464070646358e+03      1.53983342224151e+03      1.58441612912471e+03      1.67252720357954e+03      1.81932038148686e+03      1.96878989666442e+03      2.04443537343127e+03      2.04443537343127e+03      2.04443537343127e+03      2.04443537343127e+03      2.04443537343127e+03      2.04443537343127e+03 
