# Table format: 2D
# table_unit = W
# axis1_unit = Nm
# axis2_unit = rev/min
# axis1_token = Torq
# axis2_token = W
# axis1_title = torque
# axis2_title = speed
# axis3_title = power losses
# Generated by Hybrid Optimization Tool of Simcenter Amesim 2304 (2023-11-10 09:45:33)
75
14
    -1.69999950000000e+02     -1.63703655555576e+02     -1.62439627382402e+02     -1.57734307089121e+02     -1.56921211836309e+02     -1.52651582036100e+02     -1.49711774810014e+02     -1.45859838381093e+02     -1.37825581115253e+02     -1.34434744960882e+02     -1.31231008338049e+02     -1.24561611540863e+02     -1.17502193841163e+02     -1.15730409938893e+02     -1.13128884814384e+02     -1.07716392823533e+02     -1.01991734778074e+02     -1.01032385417158e+02     -9.88321511991688e+01     -9.42546749120820e+01     -8.94205206045882e+01     -8.75105006599920e+01     -8.35364709403295e+01     -8.00953344937715e+01     -7.84061949972007e+01     -7.48913987001207e+01     -7.11718959973716e+01     -6.72149377336525e+01     -6.29797545679843e+01     -5.84150977168026e+01     -5.34560285369749e+01     -4.80199338208415e+01     -4.20022195735024e+01     -3.52736803607784e+01     -2.76863173828600e+01     -1.91102069378088e+01     -9.59085720438571e+00      0.00000000000000e+00      9.59085720438571e+00      1.91102069378088e+01      2.76863173828600e+01      3.52736803607784e+01      4.20022195735024e+01      4.80199338208415e+01      5.34560285369749e+01      5.84150977168026e+01      6.29797545679843e+01      6.72149377336525e+01      7.11718959973716e+01      7.48913987001207e+01      7.84061949972007e+01      8.00953344937715e+01      8.35364709403295e+01      8.75105006599920e+01      8.94205206045882e+01      9.42546749120820e+01      9.88321511991688e+01      1.01032385417158e+02      1.01991734778074e+02      1.07716392823533e+02      1.13128884814384e+02      1.15730409938893e+02      1.17502193841163e+02      1.24561611540863e+02      1.31231008338049e+02      1.34434744960882e+02      1.37825581115253e+02      1.45859838381093e+02      1.49711774810014e+02      1.52651582036100e+02      1.56921211836309e+02      1.57734307089121e+02      1.62439627382402e+02      1.63703655555576e+02      1.69999950000000e+02 
     0.00000000000000e+00      6.24917387523975e+02      6.66666666666667e+02      1.33333333333333e+03      2.00000000000000e+03      2.12471911758152e+03      2.49966955009590e+03      2.66666666666667e+03      2.87461998261028e+03      3.33333333333333e+03      4.00000000000000e+03      4.66666666666667e+03      5.33333333333333e+03      6.00000000000000e+03 
     1.53679832488279e+03      1.46115274268239e+03      1.44614916051455e+03      1.39029861766708e+03      1.38064745506268e+03      1.32996840937903e+03      1.29537129856301e+03      1.25046879386633e+03      1.15697922275367e+03      1.11826794899498e+03      1.08169268560534e+03      1.00592791044443e+03      9.27280028602444e+02      9.07540857905522e+02      8.78623027006181e+02      8.20053849489937e+02      7.58106688394646e+02      7.47725462313468e+02      7.24635772184579e+02      6.76827529801215e+02      6.26338481610354e+02      6.06678605761696e+02      5.66973015937663e+02      5.32591704796596e+02      5.15715062008905e+02      4.80968302166712e+02      4.45880790509561e+02      4.08553268445258e+02      3.68601142967377e+02      3.28764677324664e+02      2.85499059688111e+02      2.40275851975491e+02      1.93417488941032e+02      1.44295675632990e+02      9.51276640723094e+01      5.12463421985333e+01      1.64181220479875e+01      0.00000000000000e+00      1.64181220479875e+01      5.12463421985333e+01      9.51276640723094e+01      1.44295675632990e+02      1.93417488941032e+02      2.40275851975491e+02      2.85499059688111e+02      3.28764677324664e+02      3.68601142967377e+02      4.08553268445258e+02      4.45880790509561e+02      4.80968302166712e+02      5.15715062008905e+02      5.32591704796596e+02      5.66973015937663e+02      6.06678605761696e+02      6.26338481610354e+02      6.76827529801215e+02      7.24635772184579e+02      7.47725462313468e+02      7.58106688394646e+02      8.20053849489937e+02      8.78623027006181e+02      9.07540857905522e+02      9.27280028602444e+02      1.00592791044443e+03      1.08169268560534e+03      1.11826794899498e+03      1.15697922275367e+03      1.25046879386633e+03      1.29537129856301e+03      1.32996840937903e+03      1.38064745506268e+03      1.39029861766708e+03      1.44614916051455e+03      1.46115274268239e+03      1.53679832488279e+03 
     1.60667569174817e+03      1.53103010954777e+03      1.51602652737993e+03      1.46017598453246e+03      1.45052482192806e+03      1.39984577624441e+03      1.36524866542839e+03      1.32034616073171e+03      1.22685658961905e+03      1.18814531586036e+03      1.15157005247072e+03      1.07580527730981e+03      9.97157395467823e+02      9.77418224770901e+02      9.48500393871560e+02      8.89931216355316e+02      8.27984055260025e+02      8.17602829178847e+02      7.94513139049958e+02      7.46704896666594e+02      6.96215848475733e+02      6.76555972627075e+02      6.36850382803043e+02      6.02469071661975e+02      5.85592428874285e+02      5.50845669032091e+02      5.15758157374940e+02      4.78430635310637e+02      4.38478509832756e+02      3.98642044190043e+02      3.55376426553490e+02      3.10153218840870e+02      2.63294855806411e+02      2.14173042498369e+02      1.65005030937688e+02      1.21123709063912e+02      8.62954889133665e+01      6.98773668653791e+01      8.62954889133665e+01      1.21123709063912e+02      1.65005030937688e+02      2.14173042498369e+02      2.63294855806411e+02      3.10153218840870e+02      3.55376426553490e+02      3.98642044190043e+02      4.38478509832756e+02      4.78430635310637e+02      5.15758157374940e+02      5.50845669032091e+02      5.85592428874285e+02      6.02469071661975e+02      6.36850382803043e+02      6.76555972627075e+02      6.96215848475733e+02      7.46704896666594e+02      7.94513139049958e+02      8.17602829178847e+02      8.27984055260025e+02      8.89931216355316e+02      9.48500393871560e+02      9.77418224770901e+02      9.97157395467823e+02      1.07580527730981e+03      1.15157005247072e+03      1.18814531586036e+03      1.22685658961905e+03      1.32034616073171e+03      1.36524866542839e+03      1.39984577624441e+03      1.45052482192806e+03      1.46017598453246e+03      1.51602652737993e+03      1.53103010954777e+03      1.60667569174817e+03 
     1.61392541670737e+03      1.53827983450697e+03      1.52327625233913e+03      1.46742570949165e+03      1.45777454688726e+03      1.40709550120361e+03      1.37249839038759e+03      1.32759588569091e+03      1.23410631457825e+03      1.19539504081956e+03      1.15881977742992e+03      1.08305500226901e+03      1.00440712042702e+03      9.84667949730099e+02      9.55750118830758e+02      8.97180941314514e+02      8.35233780219223e+02      8.24852554138045e+02      8.01762864009156e+02      7.53954621625792e+02      7.03465573434932e+02      6.83805697586273e+02      6.44100107762241e+02      6.09718796621174e+02      5.92842153833483e+02      5.58095393991289e+02      5.23007882334138e+02      4.85680360269835e+02      4.45728234791954e+02      4.05891769149241e+02      3.62626151512689e+02      3.17402943800068e+02      2.70544580765609e+02      2.21422767457568e+02      1.72254755896887e+02      1.28373434023110e+02      9.35452138725647e+01      7.71270918245772e+01      9.35452138725647e+01      1.28373434023110e+02      1.72254755896887e+02      2.21422767457568e+02      2.70544580765609e+02      3.17402943800068e+02      3.62626151512689e+02      4.05891769149241e+02      4.45728234791954e+02      4.85680360269835e+02      5.23007882334138e+02      5.58095393991289e+02      5.92842153833483e+02      6.09718796621174e+02      6.44100107762241e+02      6.83805697586273e+02      7.03465573434932e+02      7.53954621625792e+02      8.01762864009156e+02      8.24852554138045e+02      8.35233780219223e+02      8.97180941314514e+02      9.55750118830758e+02      9.84667949730099e+02      1.00440712042702e+03      1.08305500226901e+03      1.15881977742992e+03      1.19539504081956e+03      1.23410631457825e+03      1.32759588569091e+03      1.37249839038759e+03      1.40709550120361e+03      1.45777454688726e+03      1.46742570949165e+03      1.52327625233913e+03      1.53827983450697e+03      1.61392541670737e+03 
     1.77349150900624e+03      1.69784592680583e+03      1.68284234463800e+03      1.62699180179052e+03      1.61734063918612e+03      1.56666159350247e+03      1.53206448268646e+03      1.48716197798978e+03      1.39367240687712e+03      1.35496113311842e+03      1.31838586972879e+03      1.24262109456787e+03      1.16397321272589e+03      1.14423404202897e+03      1.11531621112963e+03      1.05674703361338e+03      9.94799872518091e+02      9.84418646436913e+02      9.61328956308024e+02      9.13520713924660e+02      8.63031665733799e+02      8.43371789885140e+02      8.03666200061108e+02      7.69284888920041e+02      7.52408246132350e+02      7.17661486290157e+02      6.82573974633006e+02      6.45246452568702e+02      6.05294327090821e+02      5.65457861448109e+02      5.22192243811556e+02      4.76969036098936e+02      4.30110673064476e+02      3.80988859756435e+02      3.31820848195754e+02      2.87939526321978e+02      2.53111306171432e+02      2.36693184123445e+02      2.53111306171432e+02      2.87939526321978e+02      3.31820848195754e+02      3.80988859756435e+02      4.30110673064476e+02      4.76969036098936e+02      5.22192243811556e+02      5.65457861448109e+02      6.05294327090821e+02      6.45246452568702e+02      6.82573974633006e+02      7.17661486290157e+02      7.52408246132350e+02      7.69284888920041e+02      8.03666200061108e+02      8.43371789885140e+02      8.63031665733799e+02      9.13520713924660e+02      9.61328956308024e+02      9.84418646436913e+02      9.94799872518091e+02      1.05674703361338e+03      1.11531621112963e+03      1.14423404202897e+03      1.16397321272589e+03      1.24262109456787e+03      1.31838586972879e+03      1.35496113311842e+03      1.39367240687712e+03      1.48716197798978e+03      1.53206448268646e+03      1.56666159350247e+03      1.61734063918612e+03      1.62699180179052e+03      1.68284234463800e+03      1.69784592680583e+03      1.77349150900624e+03 
     2.01549395796205e+03      1.93984837576165e+03      1.92484479359381e+03      1.86899425074633e+03      1.85934308814194e+03      1.80866404245829e+03      1.77406693164227e+03      1.72916442694559e+03      1.63567485583293e+03      1.59696358207424e+03      1.56038831868460e+03      1.48462354352369e+03      1.40597566168170e+03      1.38623649098478e+03      1.35731866008544e+03      1.29874948256919e+03      1.23680232147390e+03      1.22642109539273e+03      1.20333140526384e+03      1.15552316288047e+03      1.10503411468961e+03      1.08537423884095e+03      1.04566864901692e+03      1.01128733787585e+03      9.94410695088163e+02      9.59663935245969e+02      9.24576423588819e+02      8.87248901524515e+02      8.47296776046634e+02      8.07460310403922e+02      7.64194692767369e+02      7.18971485054748e+02      6.72113122020289e+02      6.22991308712248e+02      5.73823297151567e+02      5.29941975277791e+02      4.95113755127245e+02      4.78695633079258e+02      4.95113755127245e+02      5.29941975277791e+02      5.73823297151567e+02      6.22991308712248e+02      6.72113122020289e+02      7.18971485054748e+02      7.64194692767369e+02      8.07460310403922e+02      8.47296776046634e+02      8.87248901524515e+02      9.24576423588819e+02      9.59663935245969e+02      9.94410695088163e+02      1.01128733787585e+03      1.04566864901692e+03      1.08537423884095e+03      1.10503411468961e+03      1.15552316288047e+03      1.20333140526384e+03      1.22642109539273e+03      1.23680232147390e+03      1.29874948256919e+03      1.35731866008544e+03      1.38623649098478e+03      1.40597566168170e+03      1.48462354352369e+03      1.56038831868460e+03      1.59696358207424e+03      1.63567485583293e+03      1.72916442694559e+03      1.77406693164227e+03      1.80866404245829e+03      1.85934308814194e+03      1.86899425074633e+03      1.92484479359381e+03      1.93984837576165e+03      2.01549395796205e+03 
     2.06992098467535e+03      1.99427540247494e+03      1.97927182030711e+03      1.92342127745963e+03      1.91377011485523e+03      1.86309106917158e+03      1.82849395835557e+03      1.78359145365889e+03      1.69010188254623e+03      1.65139060878753e+03      1.61481534539790e+03      1.53905057023698e+03      1.46040268839500e+03      1.44066351769808e+03      1.41174568679874e+03      1.35317650928249e+03      1.29122934818720e+03      1.28084812210602e+03      1.25775843197713e+03      1.20995018959377e+03      1.15946114140291e+03      1.13980126555425e+03      1.10009567573022e+03      1.06571436458915e+03      1.04883772180146e+03      1.01409096195927e+03      9.79003450302116e+02      9.41675928237812e+02      9.01723802759931e+02      8.61887337117219e+02      8.18621719480666e+02      7.73398511768045e+02      7.26540148733586e+02      6.77418335425545e+02      6.28250323864864e+02      5.84369001991088e+02      5.49540781840542e+02      5.33122659792554e+02      5.49540781840542e+02      5.84369001991088e+02      6.28250323864864e+02      6.77418335425545e+02      7.26540148733586e+02      7.73398511768045e+02      8.18621719480666e+02      8.61887337117219e+02      9.01723802759931e+02      9.41675928237812e+02      9.79003450302116e+02      1.01409096195927e+03      1.04883772180146e+03      1.06571436458915e+03      1.10009567573022e+03      1.13980126555425e+03      1.15946114140291e+03      1.20995018959377e+03      1.25775843197713e+03      1.28084812210602e+03      1.29122934818720e+03      1.35317650928249e+03      1.41174568679874e+03      1.44066351769808e+03      1.46040268839500e+03      1.53905057023698e+03      1.61481534539790e+03      1.65139060878753e+03      1.69010188254623e+03      1.78359145365889e+03      1.82849395835557e+03      1.86309106917158e+03      1.91377011485523e+03      1.92342127745963e+03      1.97927182030711e+03      1.99427540247494e+03      2.06992098467535e+03 
     2.25092304754094e+03      2.25092304754094e+03      2.25092304754094e+03      2.17527746534053e+03      2.16296572340934e+03      2.09831575766412e+03      2.05380172591954e+03      1.99803865842806e+03      1.88666212293667e+03      1.84347091129829e+03      1.80336328739535e+03      1.72141352155463e+03      1.64191002754061e+03      1.62195611393748e+03      1.59274774966432e+03      1.53417857214808e+03      1.47223141105279e+03      1.46185018497161e+03      1.43876049484272e+03      1.39095225245936e+03      1.34046320426850e+03      1.32080332841984e+03      1.28109773859581e+03      1.24671642745474e+03      1.22983978466705e+03      1.19509302482486e+03      1.16000551316771e+03      1.12267799110340e+03      1.08272586562552e+03      1.04288939998281e+03      9.99623782346255e+02      9.54400574633635e+02      9.07542211599176e+02      8.58420398291134e+02      8.09252386730454e+02      7.65371064856677e+02      7.30542844706132e+02      7.14124722658144e+02      7.30542844706132e+02      7.65371064856677e+02      8.09252386730454e+02      8.58420398291134e+02      9.07542211599176e+02      9.54400574633635e+02      9.99623782346255e+02      1.04288939998281e+03      1.08272586562552e+03      1.12267799110340e+03      1.16000551316771e+03      1.19509302482486e+03      1.22983978466705e+03      1.24671642745474e+03      1.28109773859581e+03      1.32080332841984e+03      1.34046320426850e+03      1.39095225245936e+03      1.43876049484272e+03      1.46185018497161e+03      1.47223141105279e+03      1.53417857214808e+03      1.59274774966432e+03      1.62195611393748e+03      1.64191002754061e+03      1.72141352155463e+03      1.80336328739535e+03      1.84347091129829e+03      1.88666212293667e+03      1.99803865842806e+03      2.05380172591954e+03      2.09831575766412e+03      2.16296572340934e+03      2.17527746534053e+03      2.25092304754094e+03      2.25092304754094e+03      2.25092304754094e+03 
     2.33993182012651e+03      2.33993182012651e+03      2.33993182012651e+03      2.33993182012651e+03      2.33993182012651e+03      2.26428623792610e+03      2.21505701104475e+03      2.15055351207066e+03      2.02378125070532e+03      1.97146307896471e+03      1.92607265388888e+03      1.83221007755453e+03      1.74201880322364e+03      1.71958240922218e+03      1.68663886423150e+03      1.62576164379507e+03      1.56170186024352e+03      1.55096659677056e+03      1.52776926742829e+03      1.47996102504493e+03      1.42947197685407e+03      1.40981210100541e+03      1.37010651118138e+03      1.33572520004031e+03      1.31884855725262e+03      1.28410179741043e+03      1.24901428575328e+03      1.21168676368897e+03      1.17173463821109e+03      1.13189817256838e+03      1.08863255493183e+03      1.04340934721921e+03      9.96550984184747e+02      9.47429170876706e+02      8.98261159316025e+02      8.54379837442249e+02      8.19551617291703e+02      8.03133495243716e+02      8.19551617291703e+02      8.54379837442249e+02      8.98261159316025e+02      9.47429170876706e+02      9.96550984184747e+02      1.04340934721921e+03      1.08863255493183e+03      1.13189817256838e+03      1.17173463821109e+03      1.21168676368897e+03      1.24901428575328e+03      1.28410179741043e+03      1.31884855725262e+03      1.33572520004031e+03      1.37010651118138e+03      1.40981210100541e+03      1.42947197685407e+03      1.47996102504493e+03      1.52776926742829e+03      1.55096659677056e+03      1.56170186024352e+03      1.62576164379507e+03      1.68663886423150e+03      1.71958240922218e+03      1.74201880322364e+03      1.83221007755453e+03      1.92607265388888e+03      1.97146307896471e+03      2.02378125070532e+03      2.15055351207066e+03      2.21505701104475e+03      2.26428623792610e+03      2.33993182012651e+03      2.33993182012651e+03      2.33993182012651e+03      2.33993182012651e+03      2.33993182012651e+03 
