# Table format: 2D
# table_unit = W
# axis1_unit = Nm
# axis2_unit = rev/min
# axis1_token = Torq
# axis2_token = W
# axis1_title = torque
# axis2_title = speed
# axis3_title = power losses
# Generated by Hybrid Optimization Tool of Simcenter Amesim 2304 (2023-11-10 10:35:57)
83
14
    -4.39999999499991e+02     -4.23703703222270e+02     -4.21169833089127e+02     -4.16261627773202e+02     -4.04433203972065e+02     -3.88466417752358e+02     -3.78421503936026e+02     -3.57477366538577e+02     -3.42640134448094e+02     -3.34513275131354e+02     -3.17603751997048e+02     -2.99718447559138e+02     -2.84243118849174e+02     -2.77919988506846e+02     -2.64770152208592e+02     -2.50869547235201e+02     -2.41256892833366e+02     -2.36054557430404e+02     -2.25234962822689e+02     -2.13795005911121e+02     -2.09007184705276e+02     -2.04579312690611e+02     -1.95369332041090e+02     -1.85628642733625e+02     -1.84122190513142e+02     -1.80264506817802e+02     -1.72239678755794e+02     -1.64413632897304e+02     -1.60994360050480e+02     -1.53880929348984e+02     -1.46354681718272e+02     -1.38348401275998e+02     -1.29777757078652e+02     -1.20535654232818e+02     -1.10484539236506e+02     -9.94461936478376e+01     -8.71892413625824e+01     -7.34175860063556e+01     -5.77742510934831e+01     -3.99189418171047e+01     -1.99324522328749e+01      0.00000000000000e+00      1.99324522328749e+01      3.99189418171047e+01      5.77742510934831e+01      7.34175860063556e+01      8.71892413625824e+01      9.94461936478376e+01      1.10484539236506e+02      1.20535654232818e+02      1.29777757078652e+02      1.38348401275998e+02      1.46354681718272e+02      1.53880929348984e+02      1.60994360050480e+02      1.64413632897304e+02      1.72239678755794e+02      1.80264506817802e+02      1.84122190513142e+02      1.85628642733625e+02      1.95369332041090e+02      2.04579312690611e+02      2.09007184705276e+02      2.13795005911121e+02      2.25234962822689e+02      2.36054557430404e+02      2.41256892833366e+02      2.50869547235201e+02      2.64770152208592e+02      2.77919988506846e+02      2.84243118849174e+02      2.99718447559138e+02      3.17603751997048e+02      3.34513275131354e+02      3.42640134448094e+02      3.57477366538577e+02      3.78421503936026e+02      3.88466417752358e+02      4.04433203972065e+02      4.16261627773202e+02      4.21169833089127e+02      4.23703703222270e+02      4.39999999499991e+02 
     0.00000000000000e+00      4.88316303223220e+02      6.66666666666667e+02      1.33333333333333e+03      1.66027543095895e+03      1.95326521289288e+03      2.00000000000000e+03      2.24625499482681e+03      2.66666666666667e+03      3.33333333333333e+03      4.00000000000000e+03      4.66666666666667e+03      5.33333333333333e+03      6.00000000000000e+03 
     2.66000443588632e+03      2.52957968487684e+03      2.50953981812888e+03      2.47072181431084e+03      2.37717320117845e+03      2.25126255816635e+03      2.17321496139817e+03      2.01064575375783e+03      1.89769756860334e+03      1.83583198577537e+03      1.70860866768283e+03      1.57568107300929e+03      1.46256674770311e+03      1.41689470436891e+03      1.32191328523998e+03      1.22394456054768e+03      1.15688396334448e+03      1.12059099946685e+03      1.04597493710924e+03      9.69561381804387e+02      9.37580978090397e+02      9.08004866423990e+02      8.46554636071061e+02      7.85054915925849e+02      7.75543639357271e+02      7.51187409507058e+02      7.00521110187897e+02      6.51109860639893e+02      6.30438046563971e+02      5.88837475943756e+02      5.44822680663496e+02      4.98000570640834e+02      4.48243809120757e+02      3.99899937362758e+02      3.47324260321290e+02      2.89584547567538e+02      2.34614925689250e+02      1.74471137508963e+02      1.15657834582061e+02      6.05792606386348e+01      2.32269192139249e+01      0.00000000000000e+00      2.32269192139249e+01      6.05792606386348e+01      1.15657834582061e+02      1.74471137508963e+02      2.34614925689250e+02      2.89584547567538e+02      3.47324260321290e+02      3.99899937362758e+02      4.48243809120757e+02      4.98000570640834e+02      5.44822680663496e+02      5.88837475943756e+02      6.30438046563971e+02      6.51109860639893e+02      7.00521110187897e+02      7.51187409507058e+02      7.75543639357271e+02      7.85054915925849e+02      8.46554636071061e+02      9.08004866423990e+02      9.37580978090397e+02      9.69561381804387e+02      1.04597493710924e+03      1.12059099946685e+03      1.15688396334448e+03      1.22394456054768e+03      1.32191328523998e+03      1.41689470436891e+03      1.46256674770311e+03      1.57568107300929e+03      1.70860866768283e+03      1.83583198577537e+03      1.89769756860334e+03      2.01064575375783e+03      2.17321496139817e+03      2.25126255816635e+03      2.37717320117845e+03      2.47072181431084e+03      2.50953981812888e+03      2.52957968487684e+03      2.66000443588632e+03 
     2.76691680968953e+03      2.63649205868005e+03      2.61645219193209e+03      2.57763418811405e+03      2.48408557498166e+03      2.35817493196956e+03      2.28012733520138e+03      2.11755812756103e+03      2.00460994240655e+03      1.94274435957858e+03      1.81552104148604e+03      1.68259344681250e+03      1.56947912150632e+03      1.52380707817212e+03      1.42882565904319e+03      1.33085693435088e+03      1.26379633714768e+03      1.22750337327005e+03      1.15288731091245e+03      1.07647375560759e+03      1.04449335189361e+03      1.01491724022720e+03      9.53467009874269e+02      8.91967289729057e+02      8.82456013160480e+02      8.58099783310266e+02      8.07433483991105e+02      7.58022234443102e+02      7.37350420367180e+02      6.95749849746965e+02      6.51735054466705e+02      6.04912944444042e+02      5.55156182923966e+02      5.06812311165966e+02      4.54236634124498e+02      3.96496921370747e+02      3.41527299492459e+02      2.81383511312172e+02      2.22570208385270e+02      1.67491634441843e+02      1.30139293017133e+02      1.06912373803208e+02      1.30139293017133e+02      1.67491634441843e+02      2.22570208385270e+02      2.81383511312172e+02      3.41527299492458e+02      3.96496921370747e+02      4.54236634124498e+02      5.06812311165966e+02      5.55156182923966e+02      6.04912944444042e+02      6.51735054466705e+02      6.95749849746965e+02      7.37350420367180e+02      7.58022234443102e+02      8.07433483991105e+02      8.58099783310266e+02      8.82456013160480e+02      8.91967289729057e+02      9.53467009874269e+02      1.01491724022720e+03      1.04449335189361e+03      1.07647375560759e+03      1.15288731091245e+03      1.22750337327005e+03      1.26379633714768e+03      1.33085693435088e+03      1.42882565904319e+03      1.52380707817212e+03      1.56947912150632e+03      1.68259344681250e+03      1.81552104148604e+03      1.94274435957858e+03      2.00460994240655e+03      2.11755812756103e+03      2.28012733520138e+03      2.35817493196956e+03      2.48408557498166e+03      2.57763418811405e+03      2.61645219193209e+03      2.63649205868005e+03      2.76691680968953e+03 
     2.82696883633658e+03      2.69654408532709e+03      2.67650421857913e+03      2.63768621476110e+03      2.54413760162870e+03      2.41822695861660e+03      2.34017936184842e+03      2.17761015420808e+03      2.06466196905359e+03      2.00279638622562e+03      1.87557306813308e+03      1.74264547345955e+03      1.62953114815337e+03      1.58385910481917e+03      1.48887768569023e+03      1.39090896099793e+03      1.32384836379473e+03      1.28755539991710e+03      1.21293933755949e+03      1.13652578225464e+03      1.10454537854065e+03      1.07496926687424e+03      1.01351903652131e+03      9.52019316376102e+02      9.42508039807524e+02      9.18151809957311e+02      8.67485510638150e+02      8.18074261090147e+02      7.97402447014225e+02      7.55801876394009e+02      7.11787081113750e+02      6.64964971091087e+02      6.15208209571011e+02      5.66864337813011e+02      5.14288660771543e+02      4.56548948017792e+02      4.01579326139503e+02      3.41435537959217e+02      2.82622235032315e+02      2.27543661088888e+02      1.90191319664178e+02      1.66964400450253e+02      1.90191319664178e+02      2.27543661088888e+02      2.82622235032315e+02      3.41435537959217e+02      4.01579326139503e+02      4.56548948017792e+02      5.14288660771543e+02      5.66864337813011e+02      6.15208209571011e+02      6.64964971091087e+02      7.11787081113750e+02      7.55801876394009e+02      7.97402447014225e+02      8.18074261090147e+02      8.67485510638150e+02      9.18151809957311e+02      9.42508039807524e+02      9.52019316376102e+02      1.01351903652131e+03      1.07496926687424e+03      1.10454537854065e+03      1.13652578225464e+03      1.21293933755949e+03      1.28755539991710e+03      1.32384836379473e+03      1.39090896099793e+03      1.48887768569023e+03      1.58385910481917e+03      1.62953114815337e+03      1.74264547345955e+03      1.87557306813308e+03      2.00279638622562e+03      2.06466196905359e+03      2.17761015420808e+03      2.34017936184842e+03      2.41822695861660e+03      2.54413760162870e+03      2.63768621476110e+03      2.67650421857913e+03      2.69654408532709e+03      2.82696883633658e+03 
     3.15095122933021e+03      3.02052647832073e+03      3.00048661157277e+03      2.96166860775474e+03      2.86811999462234e+03      2.74220935161024e+03      2.66416175484206e+03      2.50159254720172e+03      2.38864436204723e+03      2.32677877921926e+03      2.19955546112672e+03      2.06662786645319e+03      1.95351354114701e+03      1.90784149781280e+03      1.81286007868387e+03      1.71489135399157e+03      1.64783075678837e+03      1.61153779291074e+03      1.53692173055313e+03      1.46050817524828e+03      1.42852777153429e+03      1.39895165986788e+03      1.33750142951495e+03      1.27600170936974e+03      1.26649043280116e+03      1.24213420295095e+03      1.19146790363179e+03      1.14205665408379e+03      1.12138484000786e+03      1.07978426938765e+03      1.03576947410739e+03      9.88947364084725e+02      9.39190602564649e+02      8.90846730806649e+02      8.38271053765181e+02      7.80531341011430e+02      7.25561719133142e+02      6.65417930952855e+02      6.06604628025953e+02      5.51526054082527e+02      5.14173712657817e+02      4.90946793443892e+02      5.14173712657817e+02      5.51526054082527e+02      6.06604628025953e+02      6.65417930952855e+02      7.25561719133142e+02      7.80531341011430e+02      8.38271053765181e+02      8.90846730806649e+02      9.39190602564649e+02      9.88947364084725e+02      1.03576947410739e+03      1.07978426938765e+03      1.12138484000786e+03      1.14205665408379e+03      1.19146790363179e+03      1.24213420295095e+03      1.26649043280116e+03      1.27600170936974e+03      1.33750142951495e+03      1.39895165986788e+03      1.42852777153429e+03      1.46050817524828e+03      1.53692173055313e+03      1.61153779291074e+03      1.64783075678837e+03      1.71489135399157e+03      1.81286007868387e+03      1.90784149781280e+03      1.95351354114701e+03      2.06662786645319e+03      2.19955546112672e+03      2.32677877921926e+03      2.38864436204723e+03      2.50159254720172e+03      2.66416175484206e+03      2.74220935161024e+03      2.86811999462234e+03      2.96166860775474e+03      3.00048661157277e+03      3.02052647832073e+03      3.15095122933021e+03 
     3.36721808830585e+03      3.23679333729637e+03      3.21675347054840e+03      3.17793546673037e+03      3.08438685359798e+03      2.95847621058588e+03      2.88042861381770e+03      2.71785940617735e+03      2.60491122102286e+03      2.54304563819489e+03      2.41582232010236e+03      2.28289472542882e+03      2.16978040012264e+03      2.12410835678844e+03      2.02912693765951e+03      1.93115821296720e+03      1.86409761576400e+03      1.82780465188637e+03      1.75318858952877e+03      1.67677503422391e+03      1.64479463050992e+03      1.61521851884352e+03      1.55376828849059e+03      1.49226856834538e+03      1.48275729177680e+03      1.45840106192658e+03      1.40773476260742e+03      1.35832351305942e+03      1.33765169898350e+03      1.29605112836328e+03      1.25203633308302e+03      1.20521422306036e+03      1.15545746154028e+03      1.10711358978228e+03      1.05453791274082e+03      9.96798199987065e+02      9.41828578108777e+02      8.81684789928490e+02      8.22871487001588e+02      7.67792913058162e+02      7.30440571633452e+02      7.07213652419527e+02      7.30440571633452e+02      7.67792913058162e+02      8.22871487001588e+02      8.81684789928490e+02      9.41828578108777e+02      9.96798199987065e+02      1.05453791274082e+03      1.10711358978228e+03      1.15545746154028e+03      1.20521422306036e+03      1.25203633308302e+03      1.29605112836328e+03      1.33765169898350e+03      1.35832351305942e+03      1.40773476260742e+03      1.45840106192658e+03      1.48275729177680e+03      1.49226856834538e+03      1.55376828849059e+03      1.61521851884352e+03      1.64479463050992e+03      1.67677503422391e+03      1.75318858952877e+03      1.82780465188637e+03      1.86409761576400e+03      1.93115821296720e+03      2.02912693765951e+03      2.12410835678844e+03      2.16978040012264e+03      2.28289472542882e+03      2.41582232010236e+03      2.54304563819489e+03      2.60491122102286e+03      2.71785940617735e+03      2.88042861381770e+03      2.95847621058588e+03      3.08438685359798e+03      3.17793546673037e+03      3.21675347054840e+03      3.23679333729637e+03      3.36721808830585e+03 
     3.59310929459540e+03      3.59310929459540e+03      3.59310929459540e+03      3.54093879931374e+03      3.41794787480926e+03      3.25801506583140e+03      3.16138019040015e+03      2.96916723382579e+03      2.84441699582231e+03      2.77700869172263e+03      2.64320372836157e+03      2.50917797729013e+03      2.39567160641219e+03      2.34999956307799e+03      2.25501814394905e+03      2.15704941925675e+03      2.08998882205355e+03      2.05369585817592e+03      1.97907979581831e+03      1.90266624051346e+03      1.87068583679947e+03      1.84110972513306e+03      1.77965949478013e+03      1.71815977463492e+03      1.70864849806635e+03      1.68429226821613e+03      1.63362596889697e+03      1.58421471934897e+03      1.56354290527305e+03      1.52194233465283e+03      1.47792753937257e+03      1.43110542934991e+03      1.38134866782983e+03      1.33300479607183e+03      1.28042911903036e+03      1.22268940627661e+03      1.16771978439832e+03      1.10757599621804e+03      1.04876269329114e+03      9.93684119347709e+02      9.56331777922999e+02      9.33104858709074e+02      9.56331777922999e+02      9.93684119347709e+02      1.04876269329114e+03      1.10757599621804e+03      1.16771978439832e+03      1.22268940627661e+03      1.28042911903036e+03      1.33300479607183e+03      1.38134866782983e+03      1.43110542934991e+03      1.47792753937257e+03      1.52194233465283e+03      1.56354290527305e+03      1.58421471934897e+03      1.63362596889697e+03      1.68429226821613e+03      1.70864849806635e+03      1.71815977463492e+03      1.77965949478013e+03      1.84110972513306e+03      1.87068583679947e+03      1.90266624051346e+03      1.97907979581831e+03      2.05369585817592e+03      2.08998882205355e+03      2.15704941925675e+03      2.25501814394905e+03      2.34999956307799e+03      2.39567160641219e+03      2.50917797729013e+03      2.64320372836157e+03      2.77700869172263e+03      2.84441699582231e+03      2.96916723382579e+03      3.16138019040015e+03      3.25801506583140e+03      3.41794787480926e+03      3.54093879931374e+03      3.59310929459540e+03      3.59310929459540e+03      3.59310929459540e+03 
     3.63194563904311e+03      3.63194563904311e+03      3.63194563904311e+03      3.63194563904311e+03      3.50152088803362e+03      3.33535871822952e+03      3.23187365909166e+03      3.03161050547373e+03      2.89902296230567e+03      2.82847382222413e+03      2.68820956703129e+03      2.54963740568148e+03      2.43450795085990e+03      2.38883590752570e+03      2.29385448839677e+03      2.19588576370446e+03      2.12882516650126e+03      2.09253220262363e+03      2.01791614026603e+03      1.94150258496117e+03      1.90952218124718e+03      1.87994606958078e+03      1.81849583922785e+03      1.75699611908264e+03      1.74748484251406e+03      1.72312861266384e+03      1.67246231334468e+03      1.62305106379668e+03      1.60237924972076e+03      1.56077867910054e+03      1.51676388382028e+03      1.46994177379762e+03      1.42018501227754e+03      1.37184114051955e+03      1.31926546347808e+03      1.26152575072433e+03      1.20655612884604e+03      1.14641234066575e+03      1.08759903773885e+03      1.03252046379542e+03      9.95168122370712e+02      9.71941203156787e+02      9.95168122370712e+02      1.03252046379542e+03      1.08759903773885e+03      1.14641234066575e+03      1.20655612884604e+03      1.26152575072433e+03      1.31926546347808e+03      1.37184114051955e+03      1.42018501227754e+03      1.46994177379762e+03      1.51676388382028e+03      1.56077867910054e+03      1.60237924972076e+03      1.62305106379668e+03      1.67246231334468e+03      1.72312861266384e+03      1.74748484251406e+03      1.75699611908264e+03      1.81849583922785e+03      1.87994606958078e+03      1.90952218124718e+03      1.94150258496117e+03      2.01791614026603e+03      2.09253220262363e+03      2.12882516650126e+03      2.19588576370446e+03      2.29385448839677e+03      2.38883590752570e+03      2.43450795085990e+03      2.54963740568148e+03      2.68820956703129e+03      2.82847382222413e+03      2.89902296230567e+03      3.03161050547373e+03      3.23187365909166e+03      3.33535871822952e+03      3.50152088803362e+03      3.63194563904311e+03      3.63194563904311e+03      3.63194563904311e+03      3.63194563904311e+03 
     3.84932646471556e+03      3.84932646471556e+03      3.84932646471556e+03      3.84932646471556e+03      3.84932646471556e+03      3.84932646471556e+03      3.71890171370608e+03      3.46113348665971e+03      3.29207953675465e+03      3.20017132729626e+03      3.02327578188965e+03      2.84744619765128e+03      2.70209948522059e+03      2.64819532568254e+03      2.53609406644146e+03      2.42538950798715e+03      2.35334255036663e+03      2.31435098543184e+03      2.23557056832551e+03      2.15905155271052e+03      2.12702701202004e+03      2.09741008160234e+03      2.03587666490030e+03      1.97437694475509e+03      1.96486566818651e+03      1.94050943833629e+03      1.88984313901713e+03      1.84043188946913e+03      1.81976007539321e+03      1.77815950477299e+03      1.73414470949273e+03      1.68732259947007e+03      1.63756583794999e+03      1.58922196619199e+03      1.53664628915053e+03      1.47890657639678e+03      1.42393695451849e+03      1.36379316633820e+03      1.30497986341130e+03      1.24990128946787e+03      1.21254894804316e+03      1.18932202882924e+03      1.21254894804316e+03      1.24990128946787e+03      1.30497986341130e+03      1.36379316633820e+03      1.42393695451849e+03      1.47890657639678e+03      1.53664628915053e+03      1.58922196619199e+03      1.63756583794999e+03      1.68732259947007e+03      1.73414470949273e+03      1.77815950477299e+03      1.81976007539321e+03      1.84043188946913e+03      1.88984313901713e+03      1.94050943833629e+03      1.96486566818651e+03      1.97437694475509e+03      2.03587666490030e+03      2.09741008160234e+03      2.12702701202004e+03      2.15905155271052e+03      2.23557056832551e+03      2.31435098543184e+03      2.35334255036663e+03      2.42538950798715e+03      2.53609406644146e+03      2.64819532568254e+03      2.70209948522059e+03      2.84744619765128e+03      3.02327578188965e+03      3.20017132729626e+03      3.29207953675465e+03      3.46113348665971e+03      3.71890171370608e+03      3.84932646471556e+03      3.84932646471556e+03      3.84932646471556e+03      3.84932646471556e+03      3.84932646471556e+03      3.84932646471556e+03 
